"","char.par_state","num.par_state","char.par_stateabbrv","char.par_cz","num.par_czname","num.kid_count","num.kid_count_g_m","num.kid_count_g_f","num.inventor","num.inventor_cat_1","num.inventor_cat_2","num.inventor_cat_3","num.inventor_cat_4","num.inventor_cat_5","num.inventor_cat_6","num.inventor_g_m","num.inventor_cat_1_g_m","num.inventor_cat_2_g_m","num.inventor_cat_3_g_m","num.inventor_cat_4_g_m","num.inventor_cat_5_g_m","num.inventor_cat_6_g_m","num.inventor_cat_7_g_m","num.inventor_g_f","num.inventor_cat_1_g_f","num.inventor_cat_2_g_f","num.inventor_cat_3_g_f","num.inventor_cat_4_g_f","num.inventor_cat_5_g_f","num.inventor_cat_6_g_f","num.inventor_cat_7_g_f"
"202","Indiana",15,"IN","13700",131,24685,12565,12120,0.0020255,8.1e-05,0.0003241,0.0002026,0.0003241,0.0004051,0.0004456,0.0035018,7.96e-05,0.0006367,0.0003183,0.0004775,0.0007163,0.0007959,0.0004775,0.000495,8.25e-05,0,8.25e-05,0.000165,8.25e-05,8.25e-05,0
"203","Indiana",15,"IN","13800",652,8921,4570,4351,0.0040354,0.0002242,0.0005605,0.0016814,0.0002242,0.0006726,0.0005605,0.0067834,0.0002188,0.0010941,0.002407,0.0004376,0.0013129,0.0010941,0.0002188,0.0011492,0.0002298,0,0.0009193,0,0,0,0
"204","Indiana",15,"IN","13900",99,12500,6361,6139,0.00224,0.00024,0.00064,0.00016,0.00032,4e-04,4e-04,0.0036158,0.0003144,0.0011005,0.0001572,0.0006288,0.000786,0.0004716,0.0001572,0.0008145,0.0001629,0.0001629,0.0001629,0,0,0.0003258,0
"205","Indiana",15,"IN","14000",417,24498,12510,11987,0.0014695,0.0001633,0.0001633,0.0004082,4.08e-05,8.16e-05,0.0005307,0.0023181,0.0003197,0.0002398,0.0005596,7.99e-05,7.99e-05,0.0010392,0,0.000584,0,8.34e-05,0.0002503,0,8.34e-05,0,0.0001668
"206","Indiana",15,"IN","14100",214,37157,18740,18416,0.0028258,8.07e-05,0.0004306,0.0007266,0.0004575,0.0003499,0.0005652,0.005016,0.0001601,0.0008004,0.0012807,0.0009072,0.0005336,0.0009605,0.0003735,0.0005973,0,5.43e-05,0.0001629,0,0.0001629,0.0001629,5.43e-05
"207","Indiana",15,"IN","14200",285,91085,45842,45242,0.0025251,0.0001757,0.0006477,0.0005819,0.0002525,0.0002525,0.0004611,0.0041883,0.0002618,0.001178,0.0008071,0.0005017,0.0004145,0.0007635,0.0002618,0.0008399,8.84e-05,0.0001105,0.0003537,0,8.84e-05,0.0001547,4.42e-05
"208","Indiana",15,"IN","14300",129,10051,5070,4979,0.0027858,9.95e-05,0.0006964,0.000398,0.000398,0.000398,0.000597,0.0045365,0,0.0013807,0.000789,0.0005917,0.000789,0.000789,0.0001972,0.0010042,0.0002008,0,0,0.0002008,0,0.0004017,0.0002008
"209","Indiana",15,"IN","14400",602,15727,7991,7736,0.0020983,0.0001908,0.0005087,0.0004451,0.0003179,0.0002543,0.0001908,0.0032537,0.0002503,0.0010011,0.0003754,0.0006257,0.0003754,0.0002503,0.0003754,0.0009049,0.0001293,0,0.0005171,0,0.0001293,0.0001293,0
"210","Indiana",15,"IN","14500",323,20475,10544,9931,0.0028816,9.77e-05,0.0006838,0.0009768,0.0003907,0.0002442,0.000293,0.004742,0.0001897,0.0012329,0.0015175,0.0007587,0.0003794,0.0004742,0.0001897,0.0009063,0,0.0001007,0.0004028,0,0.0001007,0.0001007,0.0002014
"211","Indiana",15,"IN","14600",60,15066,7703,7363,0.0022567,6.64e-05,0.0003982,0.0006637,0.0003982,0.0002655,0.0003319,0.0041542,0.0001298,0.0007789,0.0012982,0.0007789,0.0005193,0.0005193,0.0001298,0.0002716,0,0,0,0,0,0.0001358,0.0001358
"212","Indiana",15,"IN","14700",199,25024,12551,12473,0.0033967,0.0001998,0.0007593,0.0003597,0.0004795,0.0004795,0.0008792,0.0053382,0.000239,0.0012748,0.000478,0.0008764,0.0008764,0.0011951,0.0003984,0.0014431,0.0001603,0.0002405,0.0002405,8.02e-05,8.02e-05,0.0005612,8.02e-05
"213","Illinois",14,"IL","14801",445,3587,1815,1772,0.0019515,0.0002788,0,0.0008364,0,0.0008364,0,0.0027548,0.000551,0,0.000551,0,0.0016529,0,0,0.0011287,0,0,0.0011287,0,0,0,0
"214","Indiana",15,"IN","14802",641,3460,1742,1718,0.0017341,0,0.000289,0.000289,0.000289,0,0.000578,0.0034443,0,0.0005741,0.0005741,0.0005741,0,0.0011481,0.0005741,0,0,0,0,0,0,0,0
"215","Indiana",15,"IN","14900",227,45245,22789,22454,0.0019008,0.0001768,0.000442,0.0003094,0.0001547,0.0002873,0.0003315,0.0030278,0.0001755,0.0007899,0.0003949,0.0002633,0.0005266,0.0005266,0.000351,0.0007571,0.0001781,8.91e-05,0.0002227,4.45e-05,4.45e-05,0.0001336,4.45e-05
"216","Ohio",36,"OH","15000",91,44976,22527,22436,0.002468,0.000289,0.0004002,0.0002446,0.0003113,0.0004447,0.0004669,0.0041728,0.0004883,0.0006659,0.0002663,0.0005771,0.000799,0.0008434,0.0005327,0.0007577,8.91e-05,0.0001337,0.0002229,4.46e-05,8.91e-05,8.91e-05,8.91e-05
"217","Ohio",36,"OH","15100",356,28322,14281,14038,0.002295,0.0002118,0.0005296,0.0001765,0.0001059,0.0005649,0.0005296,0.0039213,0.0003501,0.0010503,0.0002101,0.00014,0.0009803,0.0009803,0.0002101,0.0006411,7.12e-05,0,0.0001425,7.12e-05,0.0001425,7.12e-05,0.0001425
"218","Ohio",36,"OH","15200",118,157087,78854,78219,0.0028901,0.0003183,0.0007193,0.0004138,0.0003501,0.0003883,0.000452,0.004502,0.0004565,0.0012808,0.0004946,0.000596,0.0006468,0.0006975,0.0003297,0.0012657,0.000179,0.0001534,0.0003324,0.0001023,0.0001278,0.0002046,0.0001662
"219","West Virginia",49,"WV","15300",461,12640,6448,6192,0.0013449,0.0004747,0.0002373,0.0002373,7.91e-05,7.91e-05,0.0001582,0.0015509,0.0006203,0.0001551,0.0001551,0.0001551,0.0001551,0.0003102,0,0.0011305,0.000323,0.000323,0.000323,0,0,0,0.0001615
"220","Ohio",36,"OH","15400",685,12825,6414,6411,0.0007018,7.8e-05,0.0002339,0,0,7.8e-05,0.0003119,0.0010914,0,0.0004677,0,0,0.0001559,0.0004677,0,0.000312,0.000156,0,0,0,0,0.000156,0
"221","Ohio",36,"OH","15500",588,7822,3947,3875,0.0007671,0.0001278,0.0002557,0.0002557,0,0.0001278,0,0.0015201,0.0002534,0.0005067,0.0005067,0,0.0002534,0,0,0,0,0,0,0,0,0,0
"222","West Virginia",49,"WV","15600",661,11381,5683,5698,0.0015816,0.0001757,0.0003515,0.0001757,0.0003515,0.0001757,0.0002636,0.0029914,0.000176,0.0007039,0.0003519,0.0007039,0.0003519,0.0005279,0.000176,0.0001755,0.0001755,0,0,0,0,0,0
"223","Ohio",36,"OH","15700",543,13435,6865,6570,0.0006699,7.44e-05,0,7.44e-05,0.0001489,7.44e-05,0.0002977,0.001311,0.0001457,0,0.0001457,0.0002913,0.0001457,0.0005827,0,0,0,0,0,0,0,0,0
"224","Ohio",36,"OH","15800",25,7910,3962,3947,0.0013906,0,0.0003793,0.0001264,0.0001264,0.0001264,0.0005057,0.0020192,0,0.0007572,0,0.0002524,0,0.0007572,0.0002524,0.0007601,0,0,0.0002534,0,0.0002534,0.0002534,0
"225","Ohio",36,"OH","15900",129,94011,47063,46934,0.0024252,0.0002127,0.0006489,0.0003297,0.0003085,0.0003404,0.0003617,0.0041646,0.00034,0.0011899,0.00051,0.0006162,0.0006162,0.0005525,0.00034,0.0006818,8.52e-05,0.0001065,0.0001491,0,6.39e-05,0.0001705,0.0001065
"226","Ohio",36,"OH","16000",370,20573,10429,10144,0.0019929,0.000243,0.000243,0.0001458,0.0002916,0.0004861,0.0003403,0.0032601,0.0003835,0.0004794,0.0001918,0.0003835,0.0007671,0.0006712,0.0003835,0.0006901,9.86e-05,0,9.86e-05,0.0001972,0.0001972,0,9.86e-05
"227","Pennsylvania",39,"PA","16100",581,15970,8115,7855,0.0025673,0.0004383,0.000814,0.0001252,0.0005009,0.0003131,0.0003131,0.0041898,0.0008626,0.0011091,0.0001232,0.0008626,0.0004929,0.0006161,0.0001232,0.0008912,0,0.0005092,0.0001273,0.0001273,0.0001273,0,0
"228","Pennsylvania",39,"PA","16200",14,24676,12371,12304,0.0016615,4.05e-05,0.0006079,0.0001621,0.0002837,0.0001621,0.0002837,0.0028292,8.08e-05,0.00097,0.0002425,0.0005658,0.0003233,0.0004042,0.0002425,0.0004876,0,0.0002438,8.13e-05,0,0,0.0001625,0
"229","Pennsylvania",39,"PA","16300",477,140754,70923,69819,0.0031118,0.0003268,0.0007957,0.0004902,0.0004192,0.0003481,0.0005826,0.0048503,0.0003948,0.0013536,0.0006486,0.0007614,0.0006345,0.000846,0.0002115,0.0013463,0.0002578,0.0002292,0.0003294,7.16e-05,5.73e-05,0.0003151,8.59e-05
"230","Ohio",36,"OH","16400",683,48581,24210,24365,0.0019349,0.000247,0.000494,0.000247,0.0003088,0.0002264,0.0003499,0.002974,0.0003717,0.0008261,0.0002891,0.0004957,0.0004131,0.000537,4.13e-05,0.0009029,0.0001231,0.0001642,0.0002052,0.0001231,4.1e-05,0.0001642,8.21e-05
"231","Pennsylvania",39,"PA","16500",195,41243,20912,20331,0.0028611,0.0003395,0.0004364,0.0004122,0.0004122,0.0004122,0.0006789,0.0049732,0.0004782,0.0008129,0.000526,0.0007173,0.0007651,0.0013389,0.0003347,0.0006886,0.0001967,4.92e-05,0.0002951,9.84e-05,4.92e-05,0,0
"232","Virginia",47,"VA","16600",511,22913,11646,11267,0.0024004,0.0001309,0.0008292,0.0003491,0.0003928,0.0003055,0.0003055,0.0041216,0.0002576,0.0015456,0.0005152,0.0006011,0.0005152,0.0005152,0.0001717,0.0006213,0,8.88e-05,0.0001775,0.0001775,8.88e-05,8.88e-05,0
"233","West Virginia",49,"WV","16701",188,3281,1694,1587,0.0018287,0.0003048,0.0009144,0.0003048,0.0003048,0,0,0.0023613,0.0005903,0.0005903,0.0005903,0.0005903,0,0,0,0.0012602,0,0.0012602,0,0,0,0,0
"234","West Virginia",49,"WV","16702",411,14005,6992,7013,0.0015709,0,0.000357,0.0002142,0.0005712,7.14e-05,0.000357,0.0021453,0,0.0005721,0.000286,0.0010011,0.000143,0.000143,0,0.0009981,0,0.0001426,0.0001426,0.0001426,0,0.0005704,0
"235","West Virginia",49,"WV","16703",82,2356,1151,1205,0.0008489,0,0,0,0.0004244,0.0004244,0,0.0017376,0,0,0,0.0008688,0.0008688,0,0,0,0,0,0,0,0,0,0
"236","West Virginia",49,"WV","16801",44,9564,4792,4771,0.0006274,0,0.0003137,0,0.0001046,0.0001046,0.0001046,0.0008347,0,0.000626,0,0,0,0.0002087,0,0.0004192,0,0,0,0.0002096,0.0002096,0,0
"237","West Virginia",49,"WV","16802",592,3105,1564,1541,0.0006441,0,0.0003221,0,0.0003221,0,0,0.0006394,0,0.0006394,0,0,0,0,0,0.0006489,0,0,0,0.0006489,0,0,0
"238","West Virginia",49,"WV","16901",103,19655,10051,9604,0.0012719,0.0003053,0.000407,0.0001526,5.09e-05,0.0001526,5.09e-05,0.0019899,0.000597,0.0006964,9.95e-05,9.95e-05,0.000199,9.95e-05,0.000199,0.0005206,0,0.0001041,0.0002082,0,0.0001041,0,0.0001041
"239","West Virginia",49,"WV","16902",572,1333,679,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240","Kentucky",18,"KY","17000",474,11480,5733,5747,0.0005226,0,0.0002613,8.71e-05,0,0,0.0001742,0.0008721,0,0.0003489,0.0001744,0,0,0.0003489,0,0.000174,0,0.000174,0,0,0,0,0
"241","Kentucky",18,"KY","17100",280,18863,9512,9351,0.0008482,0.000106,0.0002121,0.000106,0.000159,5.3e-05,0.000106,0.0011564,0.0002103,0.0004205,0.0001051,0.0001051,0.0001051,0.0002103,0,0.0005347,0,0,0.0001069,0.0002139,0,0,0.0002139
"242","Virginia",47,"VA","17200",260,9003,4510,4493,0.001444,0.0002221,0.0003332,0.0003332,0,0.0001111,0.0003332,0.002439,0.0002217,0.0006652,0.0006652,0,0.0002217,0.0004435,0.0002217,0.0004451,0.0002226,0,0,0,0,0.0002226,0
"243","Virginia",47,"VA","17300",583,10500,5300,5200,0.002381,9.52e-05,0.0010476,9.52e-05,0.0005714,0.0002857,0.0001905,0.004717,0.0001887,0.0020755,0.0001887,0.0011321,0.000566,0.0003774,0.0001887,0,0,0,0,0,0,0,0
"244","Pennsylvania",39,"PA","17400",256,22690,11402,11288,0.0015425,4.41e-05,0.0006611,0.0001322,0.0002204,8.81e-05,0.0002644,0.0026311,8.77e-05,0.0012279,8.77e-05,0.0004385,0,0.0005262,0.0002631,0.0004429,0,8.86e-05,0.0001772,0,0.0001772,0,0
"245","Maryland",21,"MD","17501",146,8691,4361,4330,0.0013807,0.0003452,0.0001151,0.0002301,0.0001151,0.0001151,0.0004602,0.0020637,0.0002293,0.0002293,0.0004586,0.0002293,0.0002293,0.0006879,0,0.0006928,0.0004619,0,0,0,0,0.0002309,0
"246","Virginia",47,"VA","17502",669,6586,3350,3236,0.0013665,0,0.0006073,0,0.0001518,0.0004555,0.0001518,0.0026866,0,0.001194,0,0.0002985,0.0008955,0.0002985,0,0,0,0,0,0,0,0,0
"247","Virginia",47,"VA","17600",105,13762,7000,6762,0.0016713,0,0.000872,0.000218,0.0003633,7.27e-05,0.0001453,0.0028571,0,0.0014286,0.0002857,0.0007143,0.0001429,0.0002857,0,0.0004437,0,0.0002958,0.0001479,0,0,0,0
"248","New York",33,"NY","17700",598,66378,33675,32702,0.0031185,0.0003314,0.000934,0.0003917,0.0003465,0.0004218,0.0004972,0.0050483,0.0005642,0.0016333,0.0004751,0.0005939,0.0007424,0.0007721,0.0002376,0.0011314,9.17e-05,0.0002141,0.0003058,9.17e-05,9.17e-05,0.0002141,0.0001223
"249","New York",33,"NY","17800",447,9800,4971,4829,0.002449,0.0004082,0.0004082,0.0002041,0.0005102,0.0003061,0.0005102,0.0040233,0.0006035,0.0004023,0.0002012,0.0010058,0.0006035,0.0010058,0.0002012,0.0008283,0.0002071,0.0004142,0.0002071,0,0,0,0
"250","New York",33,"NY","17900",629,18033,9265,8768,0.0038818,0.0001664,0.0013863,0.0004436,0.0005545,0.0008873,0.0002773,0.0059363,0.0003238,0.0022666,0.0003238,0.0009714,0.001619,0.0002159,0.0002159,0.0017108,0,0.0004562,0.0005703,0.0001141,0.0001141,0.0003422,0.0001141
"251","New York",33,"NY","18000",83,140607,70855,69746,0.0032217,0.0003058,0.0009246,0.0003983,0.0004552,0.0004836,0.0004481,0.0051937,0.0004657,0.0016089,0.000494,0.0007621,0.0007621,0.0007198,0.0003811,0.0012187,0.0001434,0.0002294,0.0003011,0.0001434,0.0002007,0.0001721,2.87e-05
"252","New York",33,"NY","18100",191,20459,10263,10195,0.0042524,0.0005377,0.0010264,0.0005865,0.0004399,0.0006354,0.0009287,0.0069181,0.0007795,0.0017539,0.0004872,0.0007795,0.0012667,0.0017539,9.74e-05,0.0015694,0.0002943,0.0002943,0.0006866,9.81e-05,0,9.81e-05,9.81e-05
"253","New York",33,"NY","18201",444,12875,6575,6299,0.0026408,0.000466,0.000466,0.0003883,0.000466,7.77e-05,0.0005437,0.003346,0.0006084,0.0004563,0.0003042,0.0007605,0.0001521,0.0009125,0.0001521,0.0019051,0.0003175,0.0004763,0.0004763,0.0001588,0,0.0001588,0.0003175
"254","Pennsylvania",39,"PA","18202",579,2852,1433,1419,0.0035063,0.0007013,0,0,0,0.0010519,0.0003506,0.0062805,0.0006978,0,0,0,0.0020935,0.0006978,0.0027913,0.0007047,0.0007047,0,0,0,0,0,0
"255","New York",33,"NY","18300",649,15924,8024,7900,0.00157,0.0003768,0.0001884,0.0001884,0.0001884,0.0003768,0.0001256,0.001994,0.0002493,0.0003739,0.0001246,0.0002493,0.0006231,0.0002493,0.0001246,0.0011392,0.0005063,0,0.0002532,0.0001266,0.0001266,0,0.0001266
"256","New York",33,"NY","18400",480,10081,5094,4987,0.0020831,0.0002976,0.0008928,0.0005952,9.92e-05,9.92e-05,9.92e-05,0.0035336,0.0003926,0.0015705,0.0009815,0.0001963,0.0001963,0.0001963,0,0.0006016,0.0002005,0.0002005,0.0002005,0,0,0,0
"257","New York",33,"NY","18500",19,7180,3593,3587,0.001532,0.0001393,0.0004178,0.0001393,0.0001393,0,0.0005571,0.0025049,0,0.000835,0,0.0002783,0,0.0011133,0.0002783,0.0005576,0.0002788,0,0.0002788,0,0,0,0
"258","New York",33,"NY","18600",8,58802,29744,29055,0.0032822,0.0004081,0.0008673,0.0004081,0.0004592,0.0004252,0.0005272,0.0054801,0.0006388,0.0014793,0.0005379,0.0008741,0.0007396,0.0008405,0.0003698,0.0010325,0.0001721,0.0002409,0.0002753,3.44e-05,0.0001033,0.0002065,0
"259","Pennsylvania",39,"PA","18700",594,11272,5712,5560,0.0021292,0.0002661,0.0004436,0.0001774,0.0003549,0.0001774,0.000621,0.0033263,0.0001751,0.0007003,0.0001751,0.0007003,0.0003501,0.0012255,0,0.0008993,0.0003597,0.0001799,0.0001799,0,0,0,0.0001799
"260","Pennsylvania",39,"PA","18800",547,47498,24067,23430,0.0021475,0.0003579,0.0006106,0.0002947,0.0002316,0.0002316,0.000379,0.0034487,0.0004986,0.0009972,0.0004155,0.0004571,0.0004571,0.0005402,8.31e-05,0.0008109,0.0002134,0.0002134,0.0001707,0,0,0.0002134,0
"261","Pennsylvania",39,"PA","18900",664,13802,6862,6940,0.0021011,0.0002898,0.0003623,0.0002174,0.0002898,0.0002898,0.0003623,0.003789,0.0005829,0.0005829,0.0004372,0.0004372,0.0005829,0.0007287,0.0004372,0.0004323,0,0.0001441,0,0.0001441,0,0,0.0001441
"262","Pennsylvania",39,"PA","19000",11,35352,17809,17541,0.0036773,0.000396,0.0010749,0.0006789,0.000396,0.0004243,0.0004243,0.0057274,0.0005054,0.001853,0.00073,0.00073,0.0007861,0.00073,0.0003931,0.0015963,0.000285,0.000285,0.0006271,5.7e-05,5.7e-05,0.000114,0.000171
"263","Pennsylvania",39,"PA","19100",501,64866,32702,32160,0.0025437,0.0003083,0.0004317,0.0005396,0.0003237,0.000185,0.0005704,0.0041588,0.0005198,0.0007645,0.0006116,0.0006116,0.0003058,0.0010091,0.0003364,0.0009017,9.33e-05,9.33e-05,0.0004664,3.11e-05,6.22e-05,0.0001244,3.11e-05
"264","Pennsylvania",39,"PA","19200",258,61508,30816,30690,0.0025037,0.0001463,0.0007641,0.0003252,0.0005203,0.0002276,0.0004227,0.0041861,0.0002272,0.001298,0.0004219,0.0009411,0.0004543,0.000649,0.0001947,0.0008146,6.52e-05,0.0002281,0.0002281,9.78e-05,0,0.0001955,0
"265","New York",33,"NY","19300",489,49123,24744,24373,0.0027482,0.0003054,0.0009568,0.0004071,0.0003257,0.0002646,0.0003461,0.0042435,0.000485,0.0015357,0.0005658,0.0004446,0.0005254,0.0004446,0.0002425,0.0012309,0.0001231,0.0003693,0.0002462,0.0002051,0,0.0002462,4.1e-05
"266","New York",33,"NY","19400",428,477899,237455,240383,0.0018958,0.0001235,0.0006989,0.0003034,0.000159,0.0001486,0.0003055,0.0029985,0.0001769,0.0012381,0.0003453,0.0002864,0.0002653,0.000459,0.000219,0.000807,7.07e-05,0.0001664,0.0002621,3.33e-05,3.33e-05,0.0001539,8.74e-05
"267","New Jersey",31,"NJ","19500",609,59250,29866,29380,0.0029367,0.0003544,0.0007426,0.0004726,0.0003544,0.0003038,0.0004557,0.0041854,0.0005357,0.0011384,0.0004688,0.0006362,0.0005022,0.0006697,0.0002344,0.0016678,0.0001702,0.0003404,0.0004765,6.81e-05,0.0001021,0.0002383,0.0002723
"268","New Jersey",31,"NJ","19600",429,271995,135300,136646,0.0032905,0.0003015,0.0011287,0.0006875,0.0003125,0.000261,0.0004118,0.0051515,0.0004656,0.0020325,0.000813,0.0005174,0.0004878,0.0005987,0.0002365,0.001449,0.000139,0.0002342,0.0005635,0.0001098,3.66e-05,0.0002269,0.000139
"269","Pennsylvania",39,"PA","19700",470,309343,154868,154442,0.002279,0.0002295,0.000708,0.0004396,0.0001972,0.0002295,0.0003847,0.0036354,0.0003229,0.0012914,0.0005553,0.0003293,0.0004003,0.0005941,0.0001421,0.000913,0.000136,0.0001165,0.0003237,6.47e-05,5.83e-05,0.0001748,3.88e-05
"270","Delaware",8,"DE","19800",667,33005,16641,16363,0.002636,0.0003333,0.0008484,0.0004545,0.0003636,0.0002424,0.0003636,0.0043267,0.0004807,0.0013821,0.0006009,0.000661,0.0004807,0.000661,6.01e-05,0.0009167,0.0001833,0.0003056,0.0003056,6.11e-05,0,6.11e-05,0
"271","Delaware",8,"DE","19901",169,24471,12347,12124,0.0013077,0.0001635,0.0002043,0.0004086,8.17e-05,0.0001635,0.0002861,0.0021058,0.000324,0.000405,0.0004859,0.000162,0.000324,0.000405,0,0.0004949,0,0,0.0003299,0,0,0.000165,0
"272","Maryland",21,"MD","19902",179,8635,4360,4274,0.0012739,0,0.0003474,0.0002316,0.0002316,0.0002316,0.0001158,0.0018349,0,0.0004587,0,0.0004587,0.0004587,0.0002294,0.0002294,0.0007019,0,0.000234,0.0004679,0,0,0,0
"273","Virginia",47,"VA","19903",112,2833,1438,1395,0.000706,0,0.000353,0.000353,0,0,0,0,0,0,0,0,0,0,0,0.0014337,0,0.0007168,0.0007168,0,0,0,0
"274","Maine",20,"ME","20001",36,17422,8735,8687,0.0021238,0.0001722,0.0003444,0.0004018,0.0004018,0.0005166,0.0002296,0.00332,0.0003434,0.0004579,0.0005724,0.0005724,0.0009159,0.0003434,0.0001145,0.0009209,0,0.0002302,0.0002302,0.0002302,0.0001151,0.0001151,0
"275","Maine",20,"ME","20002",89,2181,1068,1113,0.0013755,0.0004585,0.000917,0,0,0,0,0.002809,0.0009363,0.0018727,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","Maine",20,"ME","20003",491,4734,2395,2339,0.0014787,0.0002112,0.0004225,0.0004225,0,0.0002112,0.0002112,0.0020877,0.0004175,0.0008351,0,0,0.0004175,0.0004175,0,0.0008551,0,0,0.0008551,0,0,0,0
"277","Maine",20,"ME","20100",487,41647,21012,20632,0.0026893,0.0003602,0.0007444,0.0003842,0.0003121,0.0001921,0.0005523,0.0040929,0.0005235,0.0012374,0.0004759,0.0004759,0.0002856,0.0008567,0.000238,0.0012602,0.0001939,0.0002423,0.0002908,0.0001454,9.69e-05,0.0002423,4.85e-05
"278","Vermont",46,"VT","20200",85,19023,9539,9483,0.0041529,0.0002628,0.0013142,0.0005257,0.0007885,0.0004205,0.000736,0.0070238,0.0004193,0.0023063,0.000629,0.0013628,0.0008387,0.0013628,0.0001048,0.0012654,0.0001055,0.0003164,0.0004218,0.0002109,0,0.0001055,0.0001055
"279","Vermont",46,"VT","20301",51,6264,3169,3095,0.002235,0.0003193,0.0006386,0.0001596,0.0001596,0.0001596,0.0006386,0.0037867,0.0003156,0.0009467,0.0003156,0.0003156,0.0003156,0.0012622,0.0003156,0.0006462,0.0003231,0.0003231,0,0,0,0,0
"280","Vermont",46,"VT","20302",114,16651,8509,8141,0.0029428,0.0001802,0.0009609,0.0003603,0.0003603,0.0003603,0.0006006,0.005171,0.0003526,0.0016453,0.0007051,0.0005876,0.0007051,0.0010577,0.0001175,0.0006142,0,0.0002457,0,0.0001228,0,0.0001228,0.0001228
"281","Rhode Island",40,"RI","20401",493,80887,40742,40141,0.002658,0.0001731,0.0008283,0.000408,0.000272,0.0003585,0.0003956,0.0041481,0.00027,0.0014972,0.0005154,0.0003927,0.0006873,0.0005645,0.0002209,0.001146,7.47e-05,0.0001495,0.0002989,0.0001495,2.49e-05,0.0002242,0.0002242
"282","Massachusetts",22,"MA","20402",422,381,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Massachusetts",22,"MA","20403",438,799,398,401,0.0012516,0,0,0.0012516,0,0,0,0.0025126,0,0,0.0025126,0,0,0,0,0,0,0,0,0,0,0,0
"284","Massachusetts",22,"MA","20500",66,235108,117888,117203,0.003828,0.0002807,0.0012675,0.0007911,0.0005529,0.0002977,0.0004253,0.0059463,0.0003817,0.002214,0.0009585,0.0009161,0.0005174,0.0006616,0.0002969,0.0016894,0.0001792,0.0003157,0.0006229,0.0001792,7.68e-05,0.0001877,0.000128
"285","New Hampshire",30,"NH","20600",367,71356,35758,35596,0.0036017,0.0003083,0.0010791,0.0006867,0.0005606,0.0003924,0.0004204,0.0056491,0.0005034,0.0018737,0.0007551,0.0010068,0.0006991,0.0006152,0.0001958,0.0015451,0.0001124,0.0002809,0.000618,0.0001124,8.43e-05,0.0002247,0.0001124
"286","New Hampshire",30,"NH","20700",308,7439,3855,3584,0.0038984,0.0004033,0.0006721,0.000941,0.0008066,0.0002689,0.0004033,0.0054475,0.0005188,0.0007782,0.0010376,0.0015564,0.0005188,0.0005188,0.0005188,0.0022321,0.000279,0.000558,0.0008371,0,0,0.000279,0.000279
"287","Massachusetts",22,"MA","20800",574,36795,18402,18390,0.003207,0.0003261,0.000924,0.0004348,0.0003805,0.0004077,0.0006794,0.0053799,0.0005978,0.0015216,0.0007608,0.0005978,0.0005978,0.0011955,0.0001087,0.0010332,5.44e-05,0.0003263,0.0001088,0.0001631,0.0002175,0.0001631,0
"288","Connecticut",7,"CT","20901",73,171565,86019,85522,0.0032641,0.0003322,0.0009326,0.0006062,0.000443,0.000408,0.0003439,0.0052082,0.000465,0.0015578,0.000744,0.0008138,0.0007324,0.0005813,0.0003139,0.0013096,0.0001988,0.000304,0.0004677,7.02e-05,8.19e-05,0.0001052,8.19e-05
"289","Massachusetts",22,"MA","20902",478,9911,5042,4869,0.002926,0.0003027,0.001009,0.0005045,0.0006054,0.0002018,0.0002018,0.0049583,0.0001983,0.001785,0.0007933,0.00119,0.0003967,0.0003967,0.0001983,0.0008215,0.0004108,0.0002054,0.0002054,0,0,0,0
"290","Wisconsin",50,"WI","21001",24,3309,1718,1591,0.0030221,0.0003022,0.0003022,0.0009066,0.0003022,0.0009066,0.0003022,0.0052386,0.0005821,0.0005821,0.0017462,0.0005821,0.0017462,0,0,0.0006285,0,0,0,0,0,0.0006285,0
"291","Michigan",23,"MI","21002",277,2750,1404,1346,0.0029091,0,0.0003636,0.0003636,0,0.0003636,0.0018182,0.0049858,0,0.0007123,0.0007123,0,0.0007123,0.002849,0,0.0007429,0,0,0,0,0,0.0007429,0
"292","Michigan",23,"MI","21003",289,1902,953,949,0.0026288,0.0005258,0,0.0005258,0.0005258,0.0010515,0,0.0041973,0.0010493,0,0,0.0010493,0.0020986,0,0,0.0010537,0,0,0.0010537,0,0,0,0
"293","Wisconsin",50,"WI","21004",506,4118,2104,2014,0.0026712,0,0.0007285,0,0.0007285,0.0004857,0.0007285,0.0047529,0,0.0014259,0,0.0009506,0.0009506,0.0014259,0,0.0004965,0,0,0,0.0004965,0,0,0
"294","Wisconsin",50,"WI","21101",507,6724,3456,3268,0.0035693,0.0004462,0.0005949,0.0004462,0.0007436,0.0001487,0.0008923,0.0054977,0.0005787,0.0011574,0.0002894,0.0014468,0.0002894,0.0014468,0.0002894,0.00153,0.000306,0,0.000612,0,0,0.000306,0.000306
"295","Wisconsin",50,"WI","21102",18,3892,1952,1940,0.0025694,0.0002569,0.0005139,0.0005139,0.0005139,0.0002569,0.0002569,0.0035861,0,0.0010246,0.0005123,0.0005123,0.0005123,0.0005123,0.0005123,0.0015464,0.0005155,0,0.0005155,0.0005155,0,0,0
