"","char.par_state","num.par_state","char.par_stateabbrv","char.par_cz","num.par_czname","num.kid_count","num.kid_count_g_m","num.kid_count_g_f","num.inventor","num.inventor_cat_1","num.inventor_cat_2","num.inventor_cat_3","num.inventor_cat_4","num.inventor_cat_5","num.inventor_cat_6","num.inventor_g_m","num.inventor_cat_1_g_m","num.inventor_cat_2_g_m","num.inventor_cat_3_g_m","num.inventor_cat_4_g_m","num.inventor_cat_5_g_m","num.inventor_cat_6_g_m","num.inventor_cat_7_g_m","num.inventor_g_f","num.inventor_cat_1_g_f","num.inventor_cat_2_g_f","num.inventor_cat_3_g_f","num.inventor_cat_4_g_f","num.inventor_cat_5_g_f","num.inventor_cat_6_g_f","num.inventor_cat_7_g_f"
"296","Minnesota",24,"MN","21201",283,5267,2639,2628,0.0032276,0.0001899,0.0005696,0.0003797,0.0003797,0.0007594,0.0009493,0.005305,0.0003789,0.0011368,0.0003789,0.0003789,0.0011368,0.0018947,0,0.0011416,0,0,0.0003805,0.0003805,0.0003805,0,0
"297","Minnesota",24,"MN","21202",504,2728,1400,1328,0.0036657,0,0.0007331,0.0007331,0,0.0003666,0.0014663,0.0064286,0,0.0014286,0.0007143,0,0.0007143,0.0028571,0.0007143,0.000753,0,0,0.000753,0,0,0,0
"298","Minnesota",24,"MN","21301",369,10788,5449,5339,0.0027809,9.27e-05,0.0005562,0.0003708,0.0006489,0.0004635,0.0003708,0.0055056,0.0001835,0.0011011,0.0007341,0.0012846,0.0009176,0.0007341,0.0005506,0,0,0,0,0,0,0,0
"299","Minnesota",24,"MN","21302",454,7674,3766,3908,0.0032578,0.0002606,0.0007819,0.0002606,0.0005212,0.0007819,0.0006516,0.0063728,0.0005311,0.0015932,0.0005311,0.0010621,0.0013277,0.0013277,0,0.0002559,0,0,0,0,0.0002559,0,0
"300","Minnesota",24,"MN","21400",575,18640,9494,9146,0.0029506,0.0002682,0.0005901,0.0008047,0.0004292,0.0002146,0.0005365,0.0049505,0.0004213,0.0011586,0.0011586,0.000632,0.0004213,0.000948,0.0002107,0.0008747,0.0001093,0,0.0004373,0.0002187,0,0.0001093,0
"301","Minnesota",24,"MN","21501",398,171148,86122,85017,0.0043588,0.0005434,0.0009874,0.0008823,0.0004791,0.0004616,0.0006953,0.0068275,0.0008128,0.0016953,0.0011844,0.0008476,0.000778,0.0010915,0.000418,0.0018467,0.0002705,0.0002588,0.0005764,0.0001059,0.0001411,0.0002941,2e-04
"302","Minnesota",24,"MN","21502",476,2789,1391,1397,0.0014342,0,0.0003586,0.0007171,0,0,0.0003586,0.0028756,0,0.0007189,0.0014378,0,0,0.0007189,0,0,0,0,0,0,0,0,0
"303","Minnesota",24,"MN","21600",72,9263,4678,4585,0.0029148,0.0003239,0.0003239,0.0006477,0.0006477,0.0004318,0.0003239,0.0057717,0.0006413,0.0006413,0.0012826,0.0012826,0.0008551,0.0006413,0.0004275,0,0,0,0,0,0,0,0
"304","Minnesota",24,"MN","21701",513,16020,8148,7872,0.0058052,0.0005618,0.0015605,0.0011236,0.0009988,0.0008115,0.0004994,0.0100638,0.0011046,0.0025773,0.0018409,0.0017182,0.0014728,0.0008591,0.0004909,0.0013974,0,0.0005081,0.0003811,0.0002541,0.000127,0.000127,0
"305","Minnesota",24,"MN","21702",31,4765,2441,2324,0.0025184,0,0.0006296,0.0002099,0.0002099,0.0004197,0.0008395,0.0040967,0,0.0008193,0,0.0004097,0.0008193,0.0016387,0.0004097,0.0008606,0,0.0004303,0.0004303,0,0,0,0
"306","Iowa",16,"IA","21801",379,5329,2706,2623,0.0020642,0.0003753,0.0003753,0.0001877,0.0001877,0,0.0009383,0.0033259,0.0007391,0.0003695,0.0003695,0.0003695,0,0.0014782,0,0.0007625,0,0.0003812,0,0,0,0.0003812,0
"307","Iowa",16,"IA","21802",152,4914,2467,2447,0.001628,0.000407,0,0.000407,0,0,0.000407,0.0020268,0.0008107,0,0.0004054,0,0,0.0004054,0.0004054,0.001226,0,0,0.0004087,0,0,0.0004087,0.0004087
"308","Iowa",16,"IA","21900",375,7245,3685,3560,0.0040028,0.0004141,0.0004141,0.0002761,0.000138,0.0008282,0.0017943,0.0065129,0.0005427,0.0005427,0.0005427,0.0002714,0.0013569,0.0029851,0.0002714,0.0014045,0.0002809,0.0002809,0,0,0.0002809,0.0005618,0
"309","Iowa",16,"IA","22001",648,14426,7172,7254,0.0022875,0.000208,0.0006932,0.0002773,0.0001386,0.0004159,0.000208,0.0037646,0.0004183,0.000976,0.0004183,0.0002789,0.0008366,0.0001394,0.0006972,0.0008271,0,0.0004136,0.0001379,0,0,0.0002757,0
"310","Iowa",16,"IA","22002",288,2126,1095,1031,0.0032926,0,0.0004704,0.0018815,0,0.0004704,0.0004704,0.003653,0,0.0009132,0.0018265,0,0.0009132,0,0,0.0029098,0,0,0.0019399,0,0,0.0009699,0
"311","Iowa",16,"IA","22100",287,11295,5718,5577,0.0030987,0.0001771,0.0010624,0.0002656,0.0007083,8.85e-05,0.0007083,0.0054215,0.0003498,0.0017489,0.0003498,0.0012242,0.0001749,0.0013991,0.0001749,0.0007172,0,0.0003586,0.0001793,0.0001793,0,0,0
"312","Iowa",16,"IA","22200",98,15383,7757,7626,0.0026653,0.00039,0.0009101,0.00026,0.00026,0.00026,0.00039,0.0042542,0.0002578,0.0016759,0.0002578,0.0005157,0.0005157,0.0007735,0.0002578,0.001049,0.0005245,0.0001311,0.0002623,0,0,0,0.0001311
"313","Iowa",16,"IA","22300",453,9291,4738,4553,0.0025831,0.0002153,0.0006458,0.0001076,0.0001076,0.0007534,0.0006458,0.0042212,0.0002111,0.0008442,0.0002111,0.0002111,0.0012664,0.0012664,0.0002111,0.0008785,0.0002196,0.0004393,0,0,0.0002196,0,0
"314","Wisconsin",50,"WI","22400",553,13158,6515,6643,0.003116,0.000228,0.000456,0.000532,0.00038,0.00076,0.000532,0.0052187,0.0004605,0.0007675,0.000921,0.000614,0.0015349,0.000614,0.000307,0.0010537,0,0.0001505,0.0001505,0.0001505,0,0.0004516,0.0001505
"315","Wisconsin",50,"WI","22500",451,36399,18164,18235,0.0032968,0.0003022,0.0005769,0.0003572,0.000522,0.0006044,0.0006868,0.0055604,0.0004404,0.001046,0.0003303,0.001046,0.0011561,0.0011011,0.0004404,0.001042,0.0001645,0.0001097,0.0003839,0,5.48e-05,0.0002742,5.48e-05
"316","Wisconsin",50,"WI","22601",248,19601,9779,9822,0.0030611,0.0004592,0.0007142,0.0005612,0.0003061,0.0001531,0.0006632,0.0048062,0.0008181,0.0012271,0.0005113,0.0006136,0.0002045,0.0012271,0.0002045,0.0013236,0.0001018,0.0002036,0.0006109,0,0.0001018,0.0001018,0.0002036
"317","Wisconsin",50,"WI","22602",552,4121,2082,2039,0.0019413,0.0002427,0.0004853,0.0002427,0.0002427,0.000728,0,0.0038425,0.0004803,0.0009606,0.0004803,0.0004803,0.0014409,0,0,0,0,0,0,0,0,0,0
"318","Wisconsin",50,"WI","22700",650,25438,12792,12646,0.0031449,0.0003145,0.000511,0.0005897,0.000511,0.0004324,0.0005504,0.0052376,0.0003909,0.0009381,0.0007036,0.0010163,0.0008599,0.0009381,0.0003909,0.001028,0.0002372,7.91e-05,0.0004745,0,0,0.0001582,7.91e-05
"319","Wisconsin",50,"WI","22800",180,19714,9918,9794,0.0037537,0.0004058,0.000558,0.0004565,0.0001522,0.0006594,0.0009638,0.0062513,0.000605,0.0009074,0.000605,0.0003025,0.0013107,0.0015124,0.0010083,0.0012252,0.0002042,0.0002042,0.0003063,0,0,0.0004084,0.0001021
"320","Wisconsin",50,"WI","22900",320,14410,7241,7168,0.002984,6.94e-05,0.0006246,0.000694,0.000347,0.0002082,0.0009715,0.0049717,0.0001381,0.0011048,0.0009667,0.0005524,0.0004143,0.0016572,0.0001381,0.0009766,0,0.0001395,0.0004185,0.0001395,0,0.000279,0
"321","Wisconsin",50,"WI","23000",408,8601,4252,4349,0.0029066,0.0001163,0.0002325,0.0002325,0.0004651,0.0008139,0.0010464,0.0049389,0.0002352,0,0.0004704,0.0009407,0.0016463,0.0016463,0,0.0009198,0,0.0004599,0,0,0,0.0004599,0
"322","Wisconsin",50,"WI","23100",364,32843,16551,16291,0.0049021,0.0003654,0.0013702,0.0006699,0.0004263,0.0006699,0.0009134,0.0077941,0.0006042,0.0024168,0.0004834,0.0007855,0.001148,0.0015709,0.0007855,0.0019643,0.0001228,0.0003069,0.0008594,6.14e-05,0.0001842,0.0002455,0.0001842
"323","Iowa",16,"IA","23200",171,11760,5788,5972,0.0031463,0.0003401,0.0005102,0.0002551,0.0004252,0.0010204,0.0005102,0.0053559,0.0003455,0.0008639,0.0001728,0.0008639,0.0019005,0.0010366,0.0001728,0.0010047,0.0003349,0.0001674,0.0003349,0,0.0001674,0,0
"324","Illinois",14,"IL","23301",103,5931,2989,2942,0.0013488,0,0.0005058,0,0.0003372,0,0.0003372,0.0023419,0,0.0010037,0,0.0006691,0,0.0006691,0,0.0003399,0,0,0,0,0,0,0.0003399
"325","Illinois",14,"IL","23302",168,7174,3602,3572,0.0030666,0.000697,0.0002788,0.0002788,0.000697,0.0005576,0.0002788,0.0055525,0.0013881,0.0005552,0,0.0013881,0.0011105,0.0005552,0.0005552,0.0005599,0,0,0.0005599,0,0,0,0
"326","Illinois",14,"IL","23400",60,12181,6142,6038,0.0032017,0.0002463,0.0010672,0.0002463,0.0001642,0.000903,0.0004105,0.0055357,0.0003256,0.0017909,0.0001628,0.0003256,0.0017909,0.0008141,0.0003256,0.0008281,0.0001656,0.0003312,0.0003312,0,0,0,0
"327","Illinois",14,"IL","23500",151,22499,11409,11090,0.0028446,0.0003556,0.0006222,4e-04,4e-04,0.0004445,0.0003556,0.0049084,0.0005259,0.0011395,0.0006136,0.0007889,0.0007889,0.0007012,0.0003506,0.0007214,0.0001803,9.02e-05,0.0001803,0,9.02e-05,0,0.0001803
"328","Iowa",16,"IA","23600",85,9226,4641,4585,0.0028181,0.0004336,0.0006503,0.0004336,0.0001084,0.0005419,0.0005419,0.0051713,0.0006464,0.0012928,0.0006464,0.0002155,0.0010774,0.0010774,0.0002155,0.0004362,0.0002181,0,0.0002181,0,0,0,0
"329","Illinois",14,"IL","23700",224,8388,4276,4112,0.0015498,0.0001192,0.0007153,0.0001192,0.0001192,0.0003577,0.0001192,0.0023386,0,0.0009355,0.0002339,0.0002339,0.0007016,0.0002339,0,0.0007296,0.0002432,0.0004864,0,0,0,0,0
"330","Illinois",14,"IL","23801",149,25652,13050,12601,0.0019881,0.0001559,0.0005458,0.0003508,3.9e-05,0.0003119,0.0004288,0.0033716,0.0002299,0.0010728,0.0003831,7.66e-05,0.000613,0.0006897,0.0003065,0.0005555,7.94e-05,0,0.0003174,0,0,0.0001587,0
"331","Iowa",16,"IA","23802",119,4845,2428,2417,0.003096,0.0002064,0.0004128,0.0006192,0.0006192,0.0004128,0.0004128,0.0053542,0.0004119,0.0008237,0.0008237,0.0012356,0.0008237,0.0004119,0.0008237,0.0008275,0,0,0.0004137,0,0,0.0004137,0
"332","Illinois",14,"IL","23900",467,34578,17424,17152,0.0037885,0.0003181,0.0011857,0.0003181,0.0006941,0.0005784,0.0005784,0.0067149,0.0005165,0.0021235,0.0005739,0.0010331,0.0011478,0.0010904,0.0002296,0.0008162,0.0001166,0.0002332,5.83e-05,0.0003498,0,5.83e-05,0
"333","Wisconsin",50,"WI","24000",310,36839,18568,18271,0.0022802,0.0002986,0.0002172,0.0002715,0.0004072,0.00038,0.0004886,0.0037699,0.0004308,0.0003231,0.000377,0.000754,0.0007001,0.000754,0.0004308,0.0007662,0.0001642,0.0001095,0.0001642,5.47e-05,5.47e-05,0.0002189,0
"334","Wisconsin",50,"WI","24100",397,102646,51491,51148,0.0036338,0.0002533,0.0007112,0.0004189,0.0005748,0.000643,0.0007989,0.0061758,0.0004467,0.0012429,0.0005049,0.0009905,0.0011653,0.0013789,0.0004467,0.0010753,5.87e-05,0.000176,0.0003324,0.0001564,0.0001173,0.0002151,1.96e-05
"335","Illinois",14,"IL","24200",67,9078,4625,4453,0.0015422,0.0005508,0.0003305,0.0001102,0.0001102,0,0.0003305,0.0023784,0.0008649,0.0004324,0,0.0002162,0,0.0006486,0.0002162,0.0006737,0.0002246,0.0002246,0.0002246,0,0,0,0
"336","Illinois",14,"IL","24300",108,441020,220220,220776,0.0026938,0.0001814,0.0008027,0.0003197,0.0002948,0.0003288,0.0005306,0.0043457,0.0002407,0.001385,0.0004132,0.000554,0.0005812,0.0008083,0.0003633,0.0010463,0.0001223,0.0002219,0.0002265,3.62e-05,7.7e-05,0.0002537,0.0001087
"337","Illinois",14,"IL","24400",515,39736,20070,19664,0.0025921,0.0001762,0.000604,0.0003272,0.000453,0.0005033,0.0004027,0.0043847,0.000299,0.0009467,0.0004983,0.000847,0.0009467,0.0006477,0.0001993,0.0007628,5.09e-05,0.0002543,0.0001526,5.09e-05,5.09e-05,0.0001526,5.09e-05
"338","Missouri",26,"MO","24500",516,6727,3408,3318,0.0022298,0.0002973,0.0002973,0.0005946,0.000446,0.0002973,0.0002973,0.0038146,0.0002934,0.0005869,0.0011737,0.0008803,0.0002934,0.0005869,0,0.0006028,0.0003014,0,0,0,0.0003014,0,0
"339","Missouri",26,"MO","24600",203,8811,4585,4226,0.0003405,0,0,0.000227,0.0001135,0,0,0.0004362,0,0,0.0002181,0.0002181,0,0,0,0.0002366,0,0,0.0002366,0,0,0,0
"340","Missouri",26,"MO","24701",578,150209,75306,74900,0.002177,0.0001598,0.000699,0.0003196,0.0002463,0.0002929,0.0003395,0.0034659,0.0002523,0.0012615,0.0003718,0.0004117,0.0005312,0.0005179,0.0001195,0.0008812,6.68e-05,0.0001335,0.000267,8.01e-05,5.34e-05,0.0001602,0.0001202
"341","Missouri",26,"MO","24702",389,2390,1224,1166,0.0012552,0,0,0,0.0004184,0.0004184,0.0004184,0.002451,0,0,0,0.000817,0.000817,0.000817,0,0,0,0,0,0,0,0,0
"342","Illinois",14,"IL","24801",291,5461,2712,2749,0.0009156,0,0.0001831,0.0001831,0.0001831,0.0003662,0,0.0018437,0,0.0003687,0.0003687,0.0003687,0.0007375,0,0,0,0,0,0,0,0,0,0
"343","Illinois",14,"IL","24802",574,17133,8552,8580,0.0021596,0.0002918,0.000642,0.0002918,0.0001751,0.0004669,0.0001167,0.0038587,0.0004677,0.0010524,0.0005847,0.0003508,0.0009355,0.0002339,0.0002339,0.0004662,0.0001166,0.0002331,0,0,0,0,0.0001166
"344","Illinois",14,"IL","24900",181,24806,12589,12217,0.0017738,0.0002419,0.0004838,8.06e-05,0.0004031,0.0002016,0.0002419,0.0029391,0.0003972,0.0008738,0,0.0007943,0.0003972,0.0003177,0.0001589,0.000573,8.19e-05,8.19e-05,0.0001637,0,0,0.0001637,8.19e-05
"345","Illinois",14,"IL","25000",497,9746,4824,4922,0.0011287,0.0002052,0.000513,0,0.0001026,0.0003078,0,0.0018657,0.0002073,0.0008292,0,0.0002073,0.0006219,0,0,0.0004063,0.0002032,0.0002032,0,0,0,0,0
"346","Arkansas",4,"AR","25101",416,3100,1561,1538,0.0012903,0,0,0,0.0006452,0,0.0006452,0.0019218,0,0,0,0.0012812,0,0.0006406,0,0.0006502,0,0,0,0,0,0.0006502,0
"347","Missouri",26,"MO","25102",659,5423,2704,2719,0.0001844,0,0,0,0.0001844,0,0,0.0003698,0,0,0,0.0003698,0,0,0,0,0,0,0,0,0,0,0
"348","Arkansas",4,"AR","25103",259,4369,2204,2165,0.0009155,0,0,0.0002289,0,0.0004578,0,0.0018149,0,0,0.0004537,0,0.0009074,0,0.0004537,0,0,0,0,0,0,0,0
"349","Arkansas",4,"AR","25104",267,2566,1274,1292,0.0003897,0.0003897,0,0,0,0,0,0.0007849,0.0007849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","Arkansas",4,"AR","25105",41,3772,1946,1826,0.0015907,0,0.0005302,0.0005302,0,0,0,0.0030832,0,0.0010277,0.0010277,0,0,0,0.0010277,0,0,0,0,0,0,0,0
"351","Kentucky",18,"KY","25200",269,9437,4757,4680,0.0013776,0.0002119,0.0002119,0.0002119,0.000106,0.0005298,0.000106,0.0023124,0.0004204,0.0004204,0,0.0002102,0.0010511,0.0002102,0,0.0004274,0,0,0.0004274,0,0,0,0
"352","Tennessee",43,"TN","25300",630,6656,3354,3302,0.0009014,0.0003005,0,0.0003005,0.0001502,0,0.0001502,0.0014908,0.0005963,0,0.0005963,0.0002982,0,0,0,0.0003028,0,0,0,0,0,0.0003028,0
"353","Kentucky",18,"KY","25401",456,7897,4007,3890,0.0006332,0.0001266,0.0002533,0,0.0001266,0.0001266,0,0.0009983,0,0.0004991,0,0.0002496,0.0002496,0,0,0.0002571,0.0002571,0,0,0,0,0,0
"354","Kentucky",18,"KY","25402",419,1598,840,758,0.0018773,0,0.0006258,0,0,0.0006258,0.0006258,0.0035714,0,0.0011905,0,0,0.0011905,0.0011905,0,0,0,0,0,0,0,0,0
"355","Illinois",14,"IL","25500",101,9468,4856,4612,0.0017955,0,0.0006337,0.0005281,0,0.0001056,0.0005281,0.002883,0,0.0010297,0.0008237,0,0.0002059,0.0008237,0,0.0006505,0,0.0002168,0.0002168,0,0,0.0002168,0
"356","Illinois",14,"IL","25601",94,14925,7519,7406,0.001273,0.000201,0.000268,6.7e-05,0.000201,0.000134,0.000268,0.0021279,0.000266,0.000399,0.000133,0.000399,0.000266,0.000532,0.000133,0.0004051,0.000135,0.000135,0,0,0,0,0.000135
"357","Illinois",14,"IL","25602",258,2255,1142,1113,0.0013304,0.0004435,0.0004435,0.0004435,0,0,0,0.0017513,0.0008757,0.0008757,0,0,0,0,0,0.0008985,0,0,0.0008985,0,0,0,0
"358","Missouri",26,"MO","25701",93,11534,5816,5718,0.0009537,8.67e-05,0.0001734,0.0001734,8.67e-05,8.67e-05,0.0001734,0.0012036,0.0001719,0.0003439,0.0001719,0,0.0001719,0.0001719,0.0001719,0.0006995,0,0,0.0001749,0.0001749,0,0.0001749,0.0001749
"359","Missouri",26,"MO","25702",484,4354,2180,2174,0.0004593,0,0,0.0002297,0,0,0.0002297,0.0009174,0,0,0.0004587,0,0,0.0004587,0,0,0,0,0,0,0,0,0
"360","Arkansas",4,"AR","25800",62,7015,3469,3545,0.0004277,0,0,0.0002851,0,0.0001426,0,0.0005765,0,0,0.0002883,0,0.0002883,0,0,0.0002821,0,0,0.0002821,0,0,0,0
"361","Arkansas",4,"AR","25900",297,11284,5796,5488,0.0006203,0,8.86e-05,0.0001772,0,0.0001772,0.0001772,0.0008627,0,0.0001725,0,0,0.0003451,0.0003451,0,0.0003644,0,0,0.0003644,0,0,0,0
"362","Minnesota",24,"MN","26001",518,1624,799,825,0.0073892,0,0.0006158,0.0018473,0.0006158,0.0036946,0.0006158,0.0125156,0,0,0.0025031,0.0012516,0.0075094,0.0012516,0,0.0024242,0,0.0012121,0.0012121,0,0,0,0
"363","Minnesota",24,"MN","26002",172,18492,9325,9167,0.0022172,0.0003245,0.0002704,0.0004326,0.0002163,0.0002704,0.0005408,0.0036461,0.000429,0.0005362,0.0006434,0.0003217,0.0005362,0.0009651,0.0002145,0.0007636,0.0002182,0,0.0002182,0.0001091,0,0.0001091,0.0001091
"364","Minnesota",24,"MN","26003",656,291,NA,NA,0.0034364,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Minnesota",24,"MN","26004",286,1020,522,498,0.0029412,0.0009804,0,0.0019608,0,0,0,0.0057471,0.0019157,0,0.0038314,0,0,0,0,0,0,0,0,0,0,0,0
"366","Missouri",26,"MO","26101",404,3735,1870,1865,0.0005355,0,0,0.0002677,0,0,0.0002677,0.0010695,0,0,0.0005348,0,0,0.0005348,0,0,0,0,0,0,0,0,0
"367","Missouri",26,"MO","26102",374,3146,1597,1549,0.0003179,0,0,0,0,0,0.0003179,0,0,0,0,0,0,0,0,0.0006456,0,0,0,0,0,0.0006456,0
"368","Missouri",26,"MO","26103",76,1648,792,856,0.0012136,0,0.0006068,0,0,0,0.0006068,0.0025253,0,0.0012626,0,0,0,0.0012626,0,0,0,0,0,0,0,0,0
"369","Missouri",26,"MO","26104",614,832,425,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","Missouri",26,"MO","26105",483,685,354,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","Iowa",16,"IA","26106",100,1884,932,952,0.0026539,0,0,0.0005308,0,0.0015924,0.0005308,0.0042918,0,0,0.001073,0,0.0032189,0,0,0.0010504,0,0,0,0,0,0.0010504,0
"372","Missouri",26,"MO","26107",314,1999,1032,967,0.002001,0,0.0005003,0,0,0.0005003,0.0010005,0.003876,0,0.000969,0,0,0.000969,0.001938,0,0,0,0,0,0,0,0,0
"373","North Dakota",35,"ND","26201",59,8527,4301,4225,0.003401,0.0004691,0.0009382,0.0004691,0.0001173,0.0004691,0.0009382,0.0055801,0.000465,0.00186,0.0006975,0.0002325,0.000465,0.00186,0,0.0011834,0.0004734,0,0.0002367,0,0.0004734,0,0
"374","North Dakota",35,"ND","26202",178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","North Dakota",35,"ND","26203",347,646,301,345,0.001548,0,0,0,0,0.001548,0,0.0033223,0,0,0,0,0.0033223,0,0,0,0,0,0,0,0,0,0
"376","North Dakota",35,"ND","26204",585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","North Dakota",35,"ND","26301",161,1696,864,832,0.0005896,0,0.0005896,0,0,0,0,0.0011574,0,0.0011574,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","North Dakota",35,"ND","26302",95,504,254,250,0.0039683,0,0.0019841,0,0,0,0.0019841,0.007874,0,0.003937,0,0,0,0.003937,0,0,0,0,0,0,0,0,0
"379","North Dakota",35,"ND","26303",623,1406,745,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","North Dakota",35,"ND","26304",399,5222,2625,2597,0.0021065,0.000383,0.0001915,0.000766,0.0001915,0.0001915,0.000383,0.0034286,0.0007619,0.000381,0.0007619,0.000381,0.000381,0.0007619,0,0.0007701,0,0,0.0007701,0,0,0,0
"381","North Dakota",35,"ND","26305",521,832,410,422,0.0036058,0,0.0012019,0,0.0012019,0.0012019,0,0.0073171,0,0.002439,0,0.002439,0.002439,0,0,0,0,0,0,0,0,0,0
"382","South Dakota",42,"SD","26401",182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Montana",27,"MT","26402",33,280,NA,NA,0.0071429,0.0035714,0.0035714,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","North Dakota",35,"ND","26403",69,313,NA,NA,0.0095847,0,0,0.0031949,0.0063898,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","North Dakota",35,"ND","26404",337,698,363,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386","Montana",27,"MT","26405",544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","Montana",27,"MT","26406",675,956,454,502,0.001046,0.001046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001992,0.001992,0,0,0,0,0,0
"388","Montana",27,"MT","26407",481,333,NA,NA,0.006006,0,0.003003,0,0,0,0.003003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Montana",27,"MT","26408",231,1005,495,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390","Montana",27,"MT","26409",232,923,462,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","North Dakota",35,"ND","26410",162,2171,1118,1053,0.0027637,0.0009212,0.0009212,0,0.0004606,0.0004606,0,0.0053667,0.0017889,0.0017889,0,0.0008945,0.0008945,0,0,0,0,0,0,0,0,0,0
"392","North Dakota",35,"ND","26411",558,1791,886,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393","North Dakota",35,"ND","26412",665,2070,1032,1038,0.0014493,0,0.0009662,0.0004831,0,0,0,0.002907,0,0.001938,0.000969,0,0,0,0,0,0,0,0,0,0,0,0
"394","South Dakota",42,"SD","26501",78,2576,1294,1282,0.0065994,0,0.001941,0.0003882,0.0007764,0.001941,0.0011646,0.0108192,0,0.0030912,0,0.0015456,0.0030912,0.0023184,0.0007728,0.0023401,0,0.00078,0.00078,0,0.00078,0,0
"395","South Dakota",42,"SD","26502",364,1084,555,529,0.0064576,0,0.0027675,0.0009225,0,0.0009225,0.0009225,0.0108108,0,0.0054054,0,0,0.0018018,0.0018018,0.0018018,0.0018904,0,0,0.0018904,0,0,0,0
"396","South Dakota",42,"SD","26503",561,12904,6470,6434,0.0027898,7.75e-05,0.0006975,0.0002325,0.000465,0.0005425,0.0006975,0.0046368,0.0001546,0.0010819,0.0003091,0.0007728,0.0009274,0.0012365,0.0001546,0.0009325,0,0.0003108,0.0001554,0.0001554,0.0001554,0.0001554,0
"397","South Dakota",42,"SD","26504",649,3126,1543,1583,0.0022393,0.0003199,0,0.0003199,0.0003199,0.0006398,0.0003199,0.0045366,0.0006481,0,0.0006481,0.0006481,0.0012962,0.0006481,0.0006481,0,0,0,0,0,0,0,0
"398","Minnesota",24,"MN","26601",393,1494,738,756,0.0026774,0,0.0013387,0,0,0.0006693,0.0006693,0.0054201,0,0.00271,0,0,0.001355,0.001355,0,0,0,0,0,0,0,0,0
"399","South Dakota",42,"SD","26602",562,1536,796,740,0.0013021,0,0.000651,0,0,0,0,0.0025126,0,0.0012563,0,0,0,0,0.0012563,0,0,0,0,0,0,0,0
"400","South Dakota",42,"SD","26603",177,601,287,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","South Dakota",42,"SD","26604",406,570,292,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402","South Dakota",42,"SD","26605",1,3571,1824,1747,0.0028003,0,0.0005601,0.00028,0.00028,0.0011201,0.00028,0.004386,0,0.0005482,0.0005482,0.0005482,0.0016447,0.0005482,0.0005482,0.0011448,0,0.0005724,0,0,0.0005724,0,0
"403","Minnesota",24,"MN","26701",48,7060,3570,3490,0.0021246,0,0.0005666,0.0004249,0,0.0005666,0.0005666,0.0039216,0,0.0011204,0.0005602,0,0.0011204,0.0011204,0,0.0002865,0,0,0.0002865,0,0,0,0
"404","North Dakota",35,"ND","26702",238,2405,1187,1218,0.0016632,0.0004158,0.0004158,0,0,0,0.0008316,0.0033698,0.0008425,0.0008425,0,0,0,0.0016849,0,0,0,0,0,0,0,0,0
"405","Minnesota",24,"MN","26703",605,2157,1105,1052,0.0009272,0.0004636,0,0,0.0004636,0,0,0.00181,0.000905,0,0,0.000905,0,0,0,0,0,0,0,0,0,0,0
"406","North Dakota",35,"ND","26704",241,7596,3817,3778,0.0017114,0.0002633,0.0001316,0.0003949,0.0001316,0.0003949,0.0003949,0.0031438,0.000524,0.000262,0.000786,0,0.000786,0.000786,0,0.0002647,0,0,0,0.0002647,0,0,0
