"","char.par_state","num.par_state","char.par_stateabbrv","num.par_cz","char.par_czname","num.kid_count","num.kid_count_g_m","num.kid_count_g_f","num.inventor","log.num.inventor.na","num.inventor_cat_1","num.inventor_cat_2","num.inventor_cat_3","num.inventor_cat_4","num.inventor_cat_5","num.inventor_cat_6","num.inventor_g_m","log.num.inventor.g.m.na","num.inventor_cat_1_g_m","num.inventor_cat_2_g_m","num.inventor_cat_3_g_m","num.inventor_cat_4_g_m","num.inventor_cat_5_g_m","num.inventor_cat_6_g_m","num.inventor_cat_7_g_m","num.inventor_g_f","log.num.inventor.g.f.na","num.inventor_cat_1_g_f","num.inventor_cat_2_g_f","num.inventor_cat_3_g_f","num.inventor_cat_4_g_f","num.inventor_cat_5_g_f","num.inventor_cat_6_g_f","num.inventor_cat_7_g_f"
"423","South Dakota",42,"SD",27011,"Pierre",1579,791,788,0.0037999,-5.57278052838554,0,0.0006333,0.0012666,0.0006333,0.0006333,0.0006333,0.0063211,-5.06386203533551,0,0.0012642,0.0012642,0.0012642,0.0012642,0.0012642,0,0.001269,-6.66952609024989,0,0,0.001269,0,0,0,0
"425","Minnesota",24,"MN",27101,"Willmar",6356,3202,3154,0.002832,-5.86677210315066,0.0003147,0.0006293,0.0001573,0.0001573,0.000472,0.000472,0.0053092,-5.23831411421223,0.0006246,0.0009369,0.0003123,0.0003123,0.0009369,0.0009369,0.0012492,0.0003171,-8.05629337641997,0,0.0003171,0,0,0,0,0
"426","Minnesota",24,"MN",27102,"Marshall",3959,1963,1995,0.0020207,-6.20431129294482,0.0002526,0.0002526,0.0002526,0,0.0007578,0.0005052,0.003566,-5.63631075954119,0.0005094,0.0005094,0,0,0.0015283,0.0010188,0,0.0005013,-7.59830583369482,0,0,0.0005013,0,0,0,0
"427","Iowa",16,"IA",27201,"Sioux Center",4692,2381,2311,0.0038363,-5.56324691855384,0,0.0006394,0.0002131,0.0006394,0.0006394,0.0010656,0.0071399,-4.94205650833096,0,0.00084,0.00042,0.00126,0.00126,0.0021,0.00126,0.0004327,-7.74546591073343,0,0.0004327,0,0,0,0,0
"428","Minnesota",24,"MN",27202,"Worthington",4094,2023,2071,0.0034196,-5.6782316938122,0.0004885,0,0.0012213,0.0002443,0.0002443,0.000977,0.0049432,-5.3097423842175,0.0004943,0,0.0019773,0.0004943,0.0004943,0.0014829,0,0.0019314,-6.24951015043146,0.0004829,0,0.0004829,0,0,0.0004829,0.0004829
"430","Minnesota",24,"MN",27302,"Fairmont",3774,1943,1831,0.0015898,-6.44414705682526,0,0.0007949,0.000265,0.000265,0,0,0.0025733,-5.96256615706533,0,0.0010293,0.0005147,0.0005147,0,0,0.0005147,0.0005461,-7.51270844880617,0,0.0005461,0,0,0,0,0
"432","Iowa",16,"IA",27402,"Fort Dodge",6932,3446,3486,0.0025967,-5.95351387087951,0.0002885,0.0007213,0.0002885,0.0001443,0.0004328,0.000577,0.0043529,-5.43691298933838,0.0005804,0.0011608,0.0002902,0.0002902,0.0008706,0.0008706,0.0002902,0.0008606,-7.05788073755977,0,0.0002869,0.0002869,0,0,0.0002869,0
"433","Iowa",16,"IA",27501,"Des Moines",34649,17428,17221,0.0025109,-5.98711402437072,0.0001154,0.0006927,0.0004906,0.0002886,0.0003752,0.0004041,0.0041313,-5.48916315156308,0.0001721,0.001205,0.0006885,0.0004017,0.0006312,0.0007459,0.0002869,0.000871,-7.04586858111177,5.81e-05,0.0001742,0.0002903,0.0001742,0.0001161,5.81e-05,0
"434","Iowa",16,"IA",27502,"Creston",2298,1136,1162,0.0013055,-6.64116916982509,0.0004352,0,0,0.0004352,0.0004352,0,0.0017606,-6.34210061893747,0,0,0,0.0008803,0.0008803,0,0,0.0008606,-7.05788073755977,0.0008606,0,0,0,0,0,0
"436","Iowa",16,"IA",27504,"Carroll",3673,1858,1815,0.0035393,-5.6438263115026,0.0002723,0.0005445,0.0002723,0.0002723,0.0005445,0.001089,0.0053821,-5.22467664639667,0.0005382,0.0010764,0,0.0005382,0.0010764,0.0016146,0.0005382,0.0016529,-6.40522395804097,0,0,0.000551,0,0,0.000551,0.000551
"442","Nebraska",28,"NE",27701,"Scottsbluff",4800,2385,2415,0.001875,-6.27914661955976,0,0.0004167,0,0.0002083,0.000625,0.0004167,0.0033543,-5.69751217414284,0,0.0008386,0,0.0004193,0.0012579,0.0008386,0,0.0004141,-7.78940306741275,0,0,0,0,0,0,0.0004141
"443","Wyoming",51,"WY",27702,"Cheyenne",6466,3309,3157,0.0024745,-6.00171692357233,0.0001547,0.000464,0.000464,0.000464,0.000464,0.000464,0.0045331,-5.39634924682113,0,0.0009066,0.0009066,0.0009066,0.0009066,0.0009066,0,0.0003168,-8.057239898024,0.0003168,0,0,0,0,0,0
"446","Nebraska",28,"NE",27801,"Virginia Beach",4403,2253,2150,0.0020441,-6.19279768415834,0,0.0009085,0,0.0002271,0.0006814,0.0002271,0.0035508,-5.64058234877011,0,0.0013316,0,0.0004439,0.0013316,0.0004439,0,0.0004651,-7.67325812173422,0,0.0004651,0,0,0,0,0
"448","Nebraska",28,"NE",27901,"Hastings",2795,1398,1397,0.0025045,-5.9896661651666,0.0003578,0.0003578,0,0.0003578,0.0003578,0.0003578,0.0035765,-5.63337061041584,0.0007153,0.0007153,0,0,0.0007153,0.0007153,0.0007153,0.0014316,-6.5489625790724,0,0,0,0.0007158,0,0,0.0007158
"450","Nebraska",28,"NE",27903,"Grand Island",5408,2762,2645,0.002034,-6.19775098135577,0.0001849,0.0005547,0.0005547,0,0,0.0005547,0.0025344,-5.97779835634417,0.0003621,0.0007241,0.0003621,0,0,0.0007241,0.0003621,0.0015123,-6.49412360820758,0,0.0003781,0.0007561,0,0,0.0003781,0
"452","Nebraska",28,"NE",28002,"West Point",1907,943,964,0.0026219,-5.94385603319326,0,0,0.0005244,0.0010488,0,0.0010488,0.0042418,-5.46276757152303,0,0,0.0010604,0.0010604,0,0.0021209,0,0.0010373,-6.87113409552649,0,0,0,0.0010373,0,0,0
"453","Nebraska",28,"NE",28101,"Lincoln",18219,9094,9125,0.0018113,-6.3137104594654,0.0001098,0.0004391,0.000494,0.0001647,0.0002744,0.0001647,0.0027491,-5.89648169359634,0.00011,0.0007697,0.0006598,0.0003299,0.0005498,0.0002199,0.00011,0.0008767,-7.03934569936973,0.0001096,0.0001096,0.0003288,0,0,0.0001096,0.0002192
"456","Nebraska",28,"NE",28202,"Omaha",52818,26609,26208,0.0018365,-6.29989369270455,9.47e-05,0.0006248,0.0002651,0.0002272,0.0001704,0.0003787,0.0028938,-5.84518476166129,0.0001503,0.000902,0.0004134,0.0003382,0.0003007,0.0006389,0.0001503,0.0007631,-7.17812147366869,3.82e-05,0.0003434,0.0001145,0.0001145,3.82e-05,0.0001145,0
"457","Colorado",6,"CO",28301,"Sterling",2741,1381,1360,0.0025538,-5.97017283297369,0.0007297,0.0003648,0.0007297,0,0,0.0003648,0.0043447,-5.43879856752766,0.0014482,0.0007241,0.0007241,0,0,0.0007241,0.0007241,0.0007353,-7.2152319787621,0,0,0.0007353,0,0,0,0
"462","Nebraska",28,"NE",28306,"North Platte",2660,1342,1318,0.0011278,-6.78748644659119,0,0.0003759,0.0003759,0,0,0,0.0014903,-6.50877783700953,0,0.0007452,0.0007452,0,0,0,0,0.0007587,-7.18390411562025,0,0,0,0,0,0,0.0007587
"463","Colorado",6,"CO",28401,"Colorado Springs",35523,17970,17551,0.0024773,-6.00058602155754,0.0001689,0.0007319,0.0003097,0.0004223,0.0002534,0.0004223,0.0040067,-5.51978731911024,0.0001669,0.0013912,0.0004452,0.0007234,0.0003895,0.0006678,0.0002226,0.0009116,-7.00030926059275,0.0001709,5.7e-05,0.0001709,0.000114,0.000114,0.0001709,0.000114
"466","Colorado",6,"CO",28502,"Pueblo",11211,5627,5584,0.0012488,-6.68557218876305,0,8.92e-05,0.0003568,0.0002676,8.92e-05,0.0003568,0.0017771,-6.33277245677283,0,0,0.0007109,0.0003554,0,0.0005331,0.0001777,0.0007163,-7.24141148434387,0,0.0001791,0,0.0001791,0.0001791,0.0001791,0
"472","Kansas",17,"KS",28604,"Colby",1288,667,621,0.0031056,-5.77454834554953,0.0007764,0.0007764,0,0,0,0.0007764,0.0044978,-5.40416689063989,0.0014993,0.0014993,0,0,0,0.0014993,0,0.0016103,-6.43133478194032,0,0,0,0,0,0,0.0016103
"477","Nebraska",28,"NE",28609,"Lexington",3466,1770,1695,0.0008656,-7.05208764987206,0,0,0.0002885,0,0.000577,0,0.0011299,-6.78562614574907,0,0,0,0,0.0011299,0,0,0.00059,-7.43538802106451,0,0,0.00059,0,0,0,0
"479","Colorado",6,"CO",28702,"Glenwood Springs",6060,2993,3067,0.0033003,-5.71374190555077,0.00033,0.0006601,0.0006601,0.0008251,0,0.000495,0.0046776,-5.36497012110281,0,0.0013365,0.0010023,0.0013365,0,0.0010023,0,0.0019563,-6.23670034489701,0.0006521,0,0.0003261,0.0003261,0,0,0.0006521
"481","Wyoming",51,"WY",28704,"Laramie",1704,847,857,0.004108,-5.49481898691583,0.0005869,0.0005869,0.0011737,0.0005869,0.0005869,0.0005869,0.0070838,-4.94994479209703,0.0011806,0,0.0023613,0.0011806,0.0011806,0.0011806,0,0.0011669,-6.75340461915221,0,0.0011669,0,0,0,0,0
"482","Colorado",6,"CO",28800,"Fort Collins",26208,13364,12844,0.0030907,-5.77935767651134,0.0001526,0.0009539,0.0004197,0.0005723,0.0003053,0.000496,0.0054624,-5.20986702536415,0.0002993,0.001721,0.0005238,0.0011224,0.0005238,0.0008979,0.0003741,0.0006229,-7.38112456570417,0,0.0001557,0.0003114,0,7.79e-05,7.79e-05,0
"483","Colorado",6,"CO",28900,"Denver",131074,66337,64724,0.0031204,-5.76979408025012,0.0003357,0.0010147,0.0006027,0.0003891,0.0002136,0.0002975,0.0051253,-5.2735662190855,0.0005276,0.0017336,0.0008442,0.0007236,0.0003919,0.0004824,0.0004221,0.0010661,-6.84374814900784,0.0001391,0.0002781,0.0003554,4.64e-05,3.09e-05,0.0001082,0.0001082
"487","Kansas",17,"KS",29004,"Great Bend",3347,1719,1628,0.0017927,-6.32403241570348,0,0.0008963,0,0,0.0005976,0.0002988,0.0029087,-5.84004903300991,0,0.0011635,0,0,0.0011635,0.0005817,0,0.0006143,-7.39502714979439,0,0.0006143,0,0,0,0,0
"488","Kansas",17,"KS",29005,"Hutchinson",5414,2751,2663,0.0003694,-7.90363049019913,0,0,0,0.0001847,0,0.0001847,0.0003635,-7.9197312609907,0,0,0,0.0003635,0,0,0,0.0003755,-7.88725208676008,0,0,0,0,0,0.0003755,0
"489","Kansas",17,"KS",29006,"Hays",2537,1300,1237,0.0019708,-6.22931572729447,0.0003942,0.0003942,0.0003942,0.0003942,0,0.0003942,0.0023077,-6.07150392145374,0.0007692,0.0007692,0,0.0007692,0,0,0,0.0016168,-6.42730639187486,0,0,0.0008084,0,0,0.0008084,0
"490","Kansas",17,"KS",29007,"Township 11",653,347,306,0.0030628,-5.78842574872531,0,0,0,0,0.0015314,0,0.0028818,-5.84934018006544,0,0,0,0,0.0028818,0,0,0.003268,-5.72357710198438,0,0,0,0,0,0,0.003268
"495","Kansas",17,"KS",29104,"Salina",4168,2135,2033,0.0021593,-6.13797118388349,0,0.0002399,0.0002399,0.0002399,0.0007198,0.0007198,0.0032787,-5.72030827661354,0,0.0004684,0.0004684,0,0.0014052,0.0009368,0,0.0009838,-6.92408793360303,0,0,0,0.0004919,0,0.0004919,0
"497","Kansas",17,"KS",29202,"Marysville",1343,677,666,0.0022338,-6.10405110785755,0,0,0,0.0007446,0.0007446,0.0007446,0.0029542,-5.82452739235777,0,0,0,0.0014771,0,0.0014771,0,0.0015015,-6.50129067054089,0,0,0,0,0.0015015,0,0
"498","Kansas",17,"KS",29203,"Manhattan",8554,4373,4181,0.0018705,-6.28154950417607,0.0001169,0.0004676,0.0002338,0.0003507,0.0002338,0.0003507,0.0029728,-5.81825100934475,0.0002287,0.0009147,0.0002287,0.000686,0.0002287,0.000686,0,0.0007175,-7.2397376103305,0,0,0.0002392,0,0.0002392,0,0.0002392
"499","Kansas",17,"KS",29204,"Topeka",19486,9831,9655,0.0016935,-6.38095788570645,5.13e-05,0.0006158,0.0002053,0.000154,0.000154,0.000154,0.0031533,-5.75930575546686,0.0001017,0.0012206,0.0003052,0.0003052,0.0003052,0.0003052,0.0006103,0.0002071,-8.48230878956273,0,0,0.0001036,0,0,0,0.0001036
"500","Kansas",17,"KS",29301,"Wichita",35397,17784,17613,0.0015538,-6.46705173544795,0.000226,0.000339,5.65e-05,0.000339,0.0001695,0.000226,0.0026428,-5.93591631780854,0.0003374,0.0005623,0.0001125,0.0006185,0.0003374,0.0003374,0.0003374,0.0004542,-7.69697292829282,0.0001136,0.0001136,0,5.68e-05,0,0.0001136,5.68e-05
"501","Kansas",17,"KS",29302,"Newton",5564,2810,2754,0.0043134,-5.44602882274639,0.0001797,0.0010784,0.0003595,0.0003595,0.0008986,0.0007189,0.0081851,-4.80543985076269,0.0003559,0.0021352,0.0007117,0.0007117,0.0014235,0.0014235,0.0014235,0.0003631,-7.92083227954398,0,0,0,0,0.0003631,0,0
"502","Kansas",17,"KS",29303,"Winfield",3519,1777,1742,0.0019892,-6.22002273112369,0,0.0005683,0.0005683,0.0002842,0,0.0005683,0.002251,-6.09638071705754,0,0.0005627,0.0005627,0.0005627,0,0.0005627,0,0.0017222,-6.36415273570221,0,0.0005741,0.0005741,0,0,0.0005741,0
"504","Kansas",17,"KS",29402,"Emporia",3212,1602,1610,0.0012453,-6.68837881423717,0,0.0003113,0.0006227,0.0003113,0,0,0.0012484,-6.68589254756765,0,0.0006242,0,0.0006242,0,0,0,0.0012422,-6.69087127783907,0,0,0.0012422,0,0,0,0
"506","Kansas",17,"KS",29501,"Leavenworth",5467,2782,2684,0.0009146,-6.99702374674032,0.0001829,0.0001829,0,0.0001829,0,0.0003658,0.0010784,-6.83227681780623,0,0.0003595,0,0.0003595,0,0.0003595,0,0.0007452,-7.20185791923684,0.0003726,0,0,0,0,0.0003726,0
"507","Missouri",26,"MO",29502,"Kansas City",108902,54847,54054,0.00191,-6.2606520369236,0.0001377,0.0007071,0.0001653,0.0002112,0.0002847,0.0002387,0.0032636,-5.72492439840963,0.0002735,0.001258,0.0001641,0.0003647,0.0005105,0.0004193,0.0002735,0.0005365,-7.53044399589352,0,0.000148,0.0001665,5.55e-05,5.55e-05,5.55e-05,5.55e-05
"512","Missouri",26,"MO",29601,"Columbia",17497,8899,8598,0.0019432,-6.24341918027631,0.0001715,0.000743,0.0003429,0.0002858,0,0.0003429,0.0034835,-5.6597177434941,0.0003371,0.0013485,0.0005619,0.0005619,0,0.0005619,0.0001124,0.0003489,-7.96072520977155,0,0.0001163,0.0001163,0,0,0.0001163,0
"516","Missouri",26,"MO",29901,"Joplin",16483,8299,8184,0.0015774,-6.45197735700038,0.0001213,0.000364,0.0001213,0.000182,0.0001213,0.0004853,0.0026509,-5.93285607400121,0.000241,0.000723,0.0001205,0.0003615,0.0001205,0.0008435,0.000241,0.0004888,-7.62355715010689,0,0,0.0001222,0,0.0001222,0.0001222,0.0001222
"518","Arkansas",4,"AR",30000,"Russellville",8555,4344,4211,0.0014027,-6.56935632823865,0,0.0002338,0,0.0001169,0.0002338,0.0005845,0.002302,-6.07397696868245,0,0.0004604,0,0.0002302,0.0004604,0.0009208,0.0002302,0.0004749,-7.6524063024092,0,0,0,0,0,0.0002375,0.0002375
"519","Arkansas",4,"AR",30100,"Fort Smith",20316,10437,9879,0.0011321,-6.78368096388021,0.0001969,0.0003446,9.84e-05,0.0002461,0,9.84e-05,0.0020121,-6.20857632619047,0.0003833,0.0006707,0.0001916,0.0004791,0,9.58e-05,0.0001916,0.0002024,-8.50526462055096,0,0,0,0,0,0.0001012,0.0001012
"520","Oklahoma",37,"OK",30200,"Muskogee",9734,4898,4835,0.0008219,-7.10389182480982,0.0001027,0.0001027,0.0001027,0.0003082,0,0.0001027,0.0014292,-6.55064043181502,0,0.0002042,0.0002042,0.0006125,0,0.0002042,0.0002042,0.0002068,-8.48375841533,0.0002068,0,0,0,0,0,0
"521","Arkansas",4,"AR",30300,"Fayetteville",20574,10397,10176,0.0007777,-7.15916971226338,0,0.0001458,0.0001458,0.0001458,0.0001944,4.86e-05,0.0012504,-6.68429177885701,0,0.0002885,9.62e-05,0.0002885,0.0003847,9.62e-05,9.62e-05,0.0002948,-8.12921339764909,0,0,0.0001965,0,0,0,9.83e-05
"523","Oklahoma",37,"OK",30402,"Tulsa",57937,29121,28813,0.0019331,-6.24863034703663,8.63e-05,0.0003797,0.0002589,0.0002589,0.0002071,0.0005868,0.0030562,-5.79058296479312,6.87e-05,0.0006868,0.0003777,0.0005151,0.0003777,0.0007898,0.0002404,0.0007983,-7.13302609131252,0.0001041,6.94e-05,0.0001388,0,3.47e-05,0.0003818,6.94e-05
"526","Oklahoma",37,"OK",30502,"Enid",7012,3552,3457,0.0015687,-6.45750802810208,0.0002852,0.0005705,0.0001426,0.0001426,0.0002852,0.0001426,0.0028153,-5.87268645113281,0.0005631,0.0011261,0,0.0002815,0.0005631,0.0002815,0,0.0002893,-8.14804634598218,0,0,0.0002893,0,0,0,0
"527","Texas",44,"TX",30601,"El Paso",55400,27961,27435,0.0009206,-6.99048492658113,0.0001805,0.000343,0.0001264,7.22e-05,5.42e-05,0.0001444,0.0014663,-6.52501305798124,0.0002503,0.0005722,0.0001431,0.0001073,0.0001073,0.0002861,0,0.0003645,-7.91698400651556,0.0001093,0.0001093,0.0001093,3.64e-05,0,0,0
"530","New Mexico",32,"NM",30604,"Deming",3934,1996,1938,0.0025419,-5.97484344609175,0.0005084,0.0007626,0.0002542,0.0002542,0.0007626,0,0.004509,-5.40167987954319,0.001002,0.001002,0.000501,0.000501,0.001503,0,0,0.000516,-7.56940379248271,0,0.000516,0,0,0,0,0
"532","New Mexico",32,"NM",30701,"Roswell",8321,4262,4059,0.001322,-6.62860953755264,0,0.0001202,0.0004807,0.0001202,0.0001202,0.0002404,0.0014078,-6.56572707679024,0,0.0002346,0,0.0002346,0.0002346,0.0002346,0.0004693,0.0012318,-6.69927876471133,0,0,0.0009855,0,0,0.0002464,0
"534","New Mexico",32,"NM",30801,"Hobbs",7160,3619,3541,0.0005587,-7.48989790149917,0.0001397,0,0.0002793,0,0,0.0001397,0.000829,-7.09529040282898,0.0002763,0,0.0002763,0,0,0.0002763,0,0.0002824,-8.17218605234519,0,0,0.0002824,0,0,0,0
"535","Texas",44,"TX",30802,"Lubbock",18835,9596,9239,0.0012742,-6.66543674828189,0.0001593,0.0005309,5.31e-05,5.31e-05,0.0001062,0.0003186,0.0021884,-6.1245845957746,0.0003126,0.0009379,0,0.0001042,0.0002084,0.0006253,0,0.0003247,-8.03260887885547,0,0.0001082,0.0001082,0,0,0,0.0001082
"538","Texas",44,"TX",30903,"Amarillo",15897,8021,7874,0.0011323,-6.78350431664428,6.29e-05,0.0003145,0.0002516,0,0.0005032,0,0.0018701,-6.2817633736096,0,0.0004987,0.000374,0,0.0009974,0,0,0.000381,-7.87271118283757,0.000127,0.000127,0.000127,0,0,0,0
"543","Texas",44,"TX",30908,"Plainview",4077,2024,2053,0.0012264,-6.70367223040667,0,0.0002453,0,0.0004906,0,0.0004906,0.0019763,-6.22652886931789,0,0.0004941,0,0.0009881,0,0.0004941,0,0.0004871,-7.62704111715178,0,0,0,0,0,0.0004871,0
"547","Kansas",17,"KS",31004,"Liberal",2181,1090,1091,0.0013755,-6.58893797759965,0.0004585,0.0004585,0,0,0.0004585,0,0.0009174,-6.9939669758012,0,0,0,0,0.0009174,0,0,0.0018332,-6.3016922053293,0.0009166,0.0009166,0,0,0,0,0
"550","Texas",44,"TX",31007,"Dumas",2207,1079,1128,0.0009062,-7.00625052573124,0,0,0,0.0004531,0,0.0004531,0.0009268,-6.98377276540605,0,0,0,0.0009268,0,0,0,0.0008865,-7.02822943245001,0,0,0,0,0,0.0008865,0
"551","Texas",44,"TX",31101,"Victoria",11605,5841,5764,0.001034,-6.8743205028959,8.62e-05,8.62e-05,0.0002585,0,8.62e-05,0.000517,0.0018832,-6.27478282145826,0.0001712,0.0001712,0.0003424,0,0.0001712,0.0010272,0,0.0001735,-8.65933295857736,0,0,0.0001735,0,0,0,0
"552","Texas",44,"TX",31102,"La Grange",2694,1318,1376,0.0029696,-5.81932801537239,0.0003712,0.0003712,0.0003712,0.0007424,0.0007424,0.0003712,0.0053111,-5.23795630887334,0.0007587,0.0007587,0,0.0015175,0.0015175,0.0007587,0,0.0007267,-7.22699682034168,0,0,0.0007267,0,0,0,0
"554","Texas",44,"TX",31201,"Austin",65737,33134,32592,0.0028142,-5.87307724961012,0.0001673,0.0013082,0.0002586,0.0003347,0.0002586,0.0003499,0.0045573,-5.39102493608255,0.0001811,0.0022334,0.0003923,0.0005734,0.0004225,0.0004829,0.0002716,0.0010432,-6.86546236679189,0.0001534,0.0003682,0.0001227,9.2e-05,9.2e-05,0.0002148,0
"556","Texas",44,"TX",31301,"San Antonio",106628,53867,52713,0.0012755,-6.66441702038241,5.63e-05,0.0004689,0.0002063,0.0001688,0.0001219,0.0002157,0.0019492,-6.24033624699492,9.28e-05,0.0007797,0.0001299,0.000297,0.0002413,0.0003527,5.57e-05,0.0005881,-7.43861355649836,1.9e-05,0.0001518,0.0002846,3.79e-05,0,7.59e-05,1.9e-05
"560","Texas",44,"TX",31401,"Midland",20778,10473,10299,0.0016363,-6.41531768352942,0.0001444,0.0005775,4.81e-05,0.0003369,9.63e-05,0.0003369,0.0026735,-5.92436680357549,0.000191,0.0009548,9.55e-05,0.0006684,9.55e-05,0.0005729,9.55e-05,0.0005826,-7.44800971343894,9.71e-05,0.0001942,0,0,9.71e-05,9.71e-05,9.71e-05
"566","Texas",44,"TX",31503,"Laredo",13145,6580,6565,0.0006086,-7.4043493205014,7.61e-05,7.61e-05,0.0001521,7.61e-05,0,0.0002282,0.0009119,-6.99998022302465,0.000152,0.000152,0.000304,0.000152,0,0.000152,0,0.0003046,-8.09651111750321,0,0,0,0,0,0.0003046,0
"567","Texas",44,"TX",31600,"Brownsville",58716,29557,29157,0.0006131,-7.39698250319563,3.41e-05,0.0002214,6.81e-05,8.52e-05,1.7e-05,0.0001703,0.0009135,-6.99822718214621,6.77e-05,0.0003722,6.77e-05,0.0001015,3.38e-05,0.0002368,3.38e-05,0.0003087,-8.08314062645616,0,6.86e-05,6.86e-05,6.86e-05,0,0.0001029,0
"568","Texas",44,"TX",31700,"Corpus Christi",36623,18742,17878,0.0010376,-6.87084492496204,0.0001638,0.0003004,8.19e-05,0.0001365,0.0001365,0.0001911,0.001654,-6.40455868238064,0.0001067,0.0005869,0.0001601,0.0002668,0.0001601,0.0003201,5.34e-05,0.0003915,-7.84552504253342,0.0002237,0,0,0,0.0001119,5.59e-05,0
"569","Texas",44,"TX",31800,"College Station",10575,5245,5330,0.0008511,-7.06898092748136,0,0.0003783,0,0,9.46e-05,0.0003783,0.0011439,-6.77331180243265,0,0.0007626,0,0,0,0.0003813,0,0.0005629,-7.48240856549429,0,0,0,0,0.0001876,0.0003752,0
"570","Texas",44,"TX",31900,"Pearland",22528,11372,11154,0.001598,-6.43900243163805,0.0003995,0.0003995,0.0001332,0.0002219,8.88e-05,0.0003551,0.0028139,-5.87318385752408,0.0006155,0.0007914,0.0001759,0.0003517,0.0001759,0.0007035,0,0.0003586,-7.93330299679324,0.0001793,0,8.97e-05,8.97e-05,0,0,0
"571","Texas",44,"TX",32000,"Houston",267287,134096,133166,0.0017958,-6.32230467387757,0.0001048,0.0005986,0.0002245,0.000232,0.0001497,0.0004302,0.0029606,-5.82236332848488,0.0001566,0.0010515,0.0003132,0.0003878,0.0002461,0.0007308,7.46e-05,0.0006233,-7.38048261414947,5.26e-05,0.0001427,0.0001352,7.51e-05,5.26e-05,0.0001277,3.75e-05
"572","Texas",44,"TX",32100,"Beaumont",32846,16694,16148,0.0009742,-6.93389393659183,0.0001218,0.000274,0.0001218,9.13e-05,0.0001218,0.0002436,0.0014975,-6.50395822797467,0.0002396,0.0005391,5.99e-05,0.0001198,0.0001198,0.0004193,0,0.0004335,-7.74361876174368,0,0,0.0001858,6.19e-05,0.0001239,6.19e-05,0
"573","Texas",44,"TX",32201,"Huntsville",10638,5378,5257,0.00094,-6.96963068270022,9.4e-05,0.000188,9.4e-05,0,9.4e-05,0.000376,0.0016735,-6.39283803731289,0.0001859,0.0003719,0.0001859,0,0.0001859,0.0005578,0.0001859,0.0001902,-8.56743440785298,0,0,0,0,0,0.0001902,0
"581","Texas",44,"TX",32401,"Big Spring",3841,1920,1921,0.0015621,-6.46172420912731,0,0,0,0,0.0005207,0.0005207,0.0026042,-5.95062975266965,0,0,0,0,0.0010417,0.0010417,0.0005208,0.0005206,-7.56052856540381,0,0,0,0,0,0,0.0005206
"587","Texas",44,"TX",32601,"Wichita Falls",9018,4520,4498,0.0013307,-6.62205015941458,0.0001109,0.0004436,0.0003327,0.0001109,0.0002218,0.0001109,0.0019912,-6.21901780691089,0.0002212,0.000885,0.0004425,0.0002212,0.0002212,0,0,0.000667,-7.31272051204865,0,0,0.0002223,0,0.0002223,0.0002223,0
"593","Texas",44,"TX",32801,"Waco",17443,8860,8583,0.0005733,-7.46410141804994,5.73e-05,0.0002293,0,0.0001147,0.0001147,5.73e-05,0.0010158,-6.89207879959713,0.0001129,0.0004515,0,0.0001129,0.0002257,0.0001129,0,0.0001165,-9.05761928495852,0,0,0,0.0001165,0,0,0
"595","Texas",44,"TX",32900,"Killeen",20209,10155,10053,0.0011381,-6.77839507367643,0,0.0004948,0.0001484,9.9e-05,0.0001484,0.0001979,0.0019695,-6.22997557555331,0,0.0007878,0.0002954,0.0001969,0.0002954,0.0003939,0,0.0002984,-8.11707568963467,0,0.0001989,0,0,0,0,9.95e-05
"596","Texas",44,"TX",33000,"Fort Worth",105066,53114,51947,0.0015514,-6.4685975299075,7.61e-05,0.0005806,0.0001999,0.0001523,0.0001332,0.0002951,0.0025794,-5.96019846523398,0.000113,0.000979,0.0002636,0.0002636,0.0002448,0.0005272,0.0001883,0.0005005,-7.599902959209,3.85e-05,0.0001733,0.0001348,3.85e-05,1.93e-05,5.78e-05,3.85e-05
"597","Texas",44,"TX",33100,"Dallas",186841,93389,93427,0.0018197,-6.30908362664508,6.42e-05,0.0007225,0.0002034,0.0002301,0.0001231,0.0003747,0.0029875,-5.81331836172451,0.0001071,0.0012314,0.0002677,0.0003962,0.0002249,0.0005889,0.0001713,0.0006529,-7.33408657977169,2.14e-05,0.0002141,0.0001391,6.42e-05,2.14e-05,0.0001606,3.21e-05
"598","Texas",44,"TX",33200,"Paris",11199,5628,5571,0.0008036,-7.12640892502349,0,0.0003572,0,0.0001786,0.0001786,8.93e-05,0.0014215,-6.55604262687322,0,0.0007107,0,0.0001777,0.0003554,0.0001777,0,0.0001795,-8.62533535003594,0,0,0,0.0001795,0,0,0
"599","Texas",44,"TX",33300,"Tyler",25189,12747,12441,0.0010719,-6.8383225042668,3.97e-05,0.0003176,0.0002382,0.0001191,7.94e-05,0.0001985,0.0018043,-6.31758257405002,7.84e-05,0.0005491,0.0003922,0.0002353,0.0001569,0.0002353,0.0001569,0.0003215,-8.0425130142866,0,8.04e-05,8.04e-05,0,0,0.0001608,0
"600","Texas",44,"TX",33400,"Longview",19673,9900,9772,0.0013216,-6.62891215519756,5.08e-05,0.0005591,0.0001525,5.08e-05,5.08e-05,0.0003558,0.0022222,-6.10925758281437,0.000101,0.0010101,0.000202,0.000101,0.000101,0.0006061,0.000101,0.0004093,-7.80106217446592,0,0.0001023,0.0001023,0,0,0.0001023,0.0001023
